Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Aap To Aise Na The,-1980.0,145 min,"Romance, Drama, Family",5.6,38,Ambrish Sangal,Raj Babbar,Ranjeeta Kaur,Deepak Parashar
Aapas Ki Baat,-1981.0,148 min,"Action, Romance",5.2,17,Harmesh Malhotra,Poonam Dhillon,Raj Babbar,Shakti Kapoor
Aapko Pehle Bhi Kahin Dekha Hai,-2003.0,145 min,"Action, Comedy, Drama",4.5,273,Anubhav Sinha,Priyanshu Chatterjee,Sakshi Shivanand,Farida Jalal
Aar Paar,-1985.0,125 min,Action,6.1,44,Shakti Samanta,Mithun Chakraborty,Rozina,Utpal Dutt
Aar Ya Paar,-1997.0,180 min,Thriller,6.1,230,Ketan Mehta,Jackie Shroff,Deepa Sahi,Ritu Shivpuri
Aarakshan,-2011.0,164 min,"Drama, Thriller",6.2,"5,170",Prakash Jha,Amitabh Bachchan,Saif Ali Khan,Manoj Bajpayee
Aarop,-1974.0,129 min,Drama,6.7,13,Atma Ram,Vinod Khanna,Saira Banu,Vinod Mehra
Aar-Paar,-1954.0,146 min,"Musical, Romance, Thriller",6.6,250,Guru Dutt,Shyama,Guru Dutt,Jagdish Sethi
Aarti,-1962.0,156 min,"Family, Musical, Romance",6.6,67,Phani Majumdar,Ashok Kumar,Meena Kumari,Pradeep Kumar
Aarya,-2007.0,157 min,"Action, Drama, Romance",4.6,191,Balasekaran,Bhavana,Madhavan,Prakash Raj
Aarzoo,-1999.0,175 min,"Drama, Romance",5.4,"1,445",Lawrence D'Souza,Madhuri Dixit,Akshay Kumar,Saif Ali Khan
Aasha,-1957.0,171 min,"Comedy, Romance",6.5,23,M.V. Raman,Vyjayanthimala,Kishore Kumar,Pran
Aasha,-1980.0,123 min,"Drama, Musical, Romance",5.3,199,J. Om Prakash,Jeetendra,Reena Roy,Rameshwari
Aashayein,-2010.0,120 min,Drama,7.1,"1,259",Nagesh Kukunoor,John Abraham,Anaitha Nair,Girish Karnad
Aashiq,-1962.0,150 min,Romance,6.7,64,Hrishikesh Mukherjee,Raj Kapoor,Padmini,Nanda
Aashiq,-2001.0,160 min,"Action, Drama, Romance",3.8,403,Indra Kumar,Bobby Deol,Karisma Kapoor,Rahul Dev
Aashiq Banaya Aapne: Love Takes Over,-2005.0,115 min,"Drama, Romance, Thriller",4.3,"1,569",Aditya Datt,Emraan Hashmi,Tanushree Dutta,Sonu Sood
Aashiq Hoon Baharon Ka,-1977.0,136 min,Romance,5.5,85,J. Om Prakash,Rajesh Khanna,Zeenat Aman,Danny Denzongpa
Aashiqui,-1990.0,152 min,"Musical, Drama, Romance",6.3,"1,661",Mahesh Bhatt,Rahul Roy,Anu Agrawal,Avtar Gill
Aashiqui 2,-2013.0,132 min,"Drama, Music, Musical",7.0,"27,357",Mohit Suri,Aditya Roy Kapoor,Shraddha Kapoor,Shaad Randhawa
Aashiqui.In,-2011.0,109 min,"Drama, Romance",3.7,61,Shankhadeep,Shubhi Ahuja,Amit Dhamija,Preeti Gandwani
Aashirwad,-1968.0,146 min,Drama,7.3,203,Hrishikesh Mukherjee,Ashok Kumar,Sanjeev Kumar,Sumita Sanyal
Aashmani Jawaharat,-2014.0,132 min,Drama,6.1,10,Sriparna Dey,Anamitra Roy,Anamitra Roy,Yovik
Aasma,-2018.0,105 min,"Action, Crime, Drama",5.2,8,Sudipto Sen,Subrat Dutta,Ameet Gaurr,Sunny Hinduja
Aasma: The Sky Is the Limit,-2009.0,240 min,Drama,3.8,46,Rohit Krishnakant Nayyar,Hrishitaa Bhatt,Seema Biswas,Nauheed Cyrusi
Aasmaan,-1984.0,145 min,"Drama, Mystery",4.8,12,Tony Juneja,Rajiv Kapoor,Divya Rana,Tina Ambani
Aasmaan Mahal,-1965.0,172 min,Drama,5.5,6,Khwaja Ahmad Abbas,Prithviraj Kapoor,Dilip Roy,Surekha
Aasmaan Se Gira,-1992.0,88 min,"Adventure, Comedy, Romance",6.8,56,Pankaj Parashar,Abhishek Chitlangia,Raghuvir Yadav,Anupam Kher
Aasoo Bane Angaarey,-1993.0,150 min,Action,4.5,88,Mehul Kumar,Jeetendra,Madhuri Dixit,Kiran Kumar
Aasra,-1966.0,161 min,"Drama, Family",7.2,32,Satyen Bose,Mala Sinha,Biswajit Chatterjee,Balraj Sahni
Aastha: In the Prison of Spring,-1997.0,132 min,Drama,6.4,172,Basu Bhattacharya,Rekha,Om Puri,Dinesh Thakur
Aatank,-1996.0,113 min,"Action, Thriller",3.9,99,Prem Lalwani,Desh Mukherjee,Nafisa Ali,Dharmendra
Aatank Hi Aatank,-1995.0,155 min,"Action, Crime, Drama",5.2,776,Dilip Shankar,Rajinikanth,Aamir Khan,Juhi Chawla
Aathi,-2006.0,167 min,"Action, Drama, Thriller",4.4,"2,166",Ramana,Joseph Vijay,Trisha Krishnan,Vivek
Aatish,-1979.0,139 min,Action,4.5,16,Ambrish Sangal,Jeetendra,Neetu Singh,Dheeraj Kumar
Aatish: Feel the Fire,-1994.0,155 min,"Action, Crime, Drama",5.8,735,Sanjay Gupta,Sanjay Dutt,Aditya Pancholi,Raveena Tandon
Aatma,-2006.0,107 min,"Crime, Drama, Horror",4.2,79,Deepak Ramsay,Kapil Jhaveri,Shabana Raza,Vikram Singh
Aatma,-2013.0,100 min,"Drama, Horror, Thriller",3.8,623,Suparn Varma,Jaideep Ahlawat,Bipasha Basu,Padam Bhola
Aavida Maa Aavide,-1998.0,153 min,"Comedy, Romance",6.4,170,E.V.V. Satyanarayana,Nagarjuna Akkineni,Tabu,Heera Rajgopal
Aavishkar,-1974.0,107 min,"Drama, Romance",7.0,213,Basu Bhattacharya,Rajesh Khanna,Sharmila Tagore,Dina Pathak
Aawaz,-1956.0,146 min,Romance,5.1,7,Zia Sarhadi,Nalini Jaywant,Nasir Hussain,Usha Kiran
Aaya Toofan,-1964.0,128 min,"Action, Adventure, Fantasy",6.1,14,Mohammed Hussain,Kedar Kapoor,Dara Singh,Helen
Aaya Toofan,-1999.0,111 min,Action,5.4,31,Deepak Balraj Vij,Mithun Chakraborty,Aditya Pancholi,Gulshan Grover
Aaye Din Bahar Ke,-1966.0,170 min,"Musical, Romance",6.6,109,Raghunath Jhalani,Asha Parekh,Dharmendra,Balraj Sahni
Aazaan,-2011.0,125 min,"Action, Musical, Thriller",4.4,346,Prashant Chadha,Sachiin Joshi,Candice Boucher,Arya Babbar
Aazmayish,-1995.0,147 min,"Action, Drama, Romance",5.0,35,Sachin Pilgaonkar,Sachin,Rohit Kumar Sharma,Dharmendra
Ab Ayega Mazaa,-1984.0,128 min,Comedy,6.6,85,Pankaj Parashar,Ravi Baswani,Raja Bundela,Pawan Malhotra
Ab Dilli Dur Nahin,-1957.0,133 min,Drama,7.6,80,Amar Kumar,Master Romi,Sulochana Latkar,Lala Yaqoob
Ab Hoga Dharna Unlimited,-2012.0,78 min,Comedy,4.0,6,Deepak Tanwar,Saurabh Malik,Rekha Rana,Omkar Das Manikpuri
Ab Insaf Hoga,-1995.0,125 min,"Action, Drama",4.8,32,Harish Shah,Rekha,Mithun Chakraborty,Deepika Amin
Ab Tak Chhappan,-2004.0,129 min,"Action, Crime, Drama",7.8,"8,379",Shimit Amin,Nana Patekar,Revathi,Yashpal Sharma
Ab Tak Chhappan 2,-2015.0,106 min,"Action, Crime, Thriller",5.8,"1,344",Ejaz Gulab,Nana Patekar,Mohan Agashe,Gul Panag
Ab To Aaja Saajan Mere,-1994.0,127 min,"Drama, Romance",4.0,6,Rakesh Nahata,Keshto Iqbal,Arvind Joshi,Shalini Kapoor
Ab Tumhare Hawale Watan Saathiyo,-2004.0,193 min,"Action, Drama, War",4.6,"1,494",Anil Sharma,Sanjay Sharma,Amitabh Bachchan,Akshay Kumar
Ab... Bas!,-2004.0,137 min,"Romance, Thriller",3.2,74,Rajesh Kumar Singh,Chetanya Adeep,Shawar Ali,Arun Bakshi
ABCD (Any Body Can Dance),-2013.0,160 min,"Drama, Music",6.3,"6,458",Remo D'Souza,Prabhu Deva,Ganesh Acharya,Kay Kay Menon
Abdullah,-1980.0,136 min,"Action, Drama, Romance",6.4,189,Sanjay Khan,Raj Kapoor,Sanjay Khan,Sanjeev Kumar
Abe Hayat,-1955.0,140 min,"Action, Adventure, Fantasy",4.8,21,Ramanlal Desai,Prem Nath,Ameeta,Shashikala
Abhay,-1995.0,127 min,Fantasy,7.0,64,Annu Kapoor,Ankit Desai,Benjamin Gilani,Eka Lakhani
Abhi To Jee Lein,-1977.0,135 min,"Action, Drama, Thriller",5.4,10,Roshan Taneja,Jaya Bachchan,Danny Denzongpa,Simi Garewal
Abhilasha,-1968.0,141 min,"Drama, Romance",6.8,24,Amit Bose,Meena Kumari,Nanda,Sanjay Khan
Abhimaan,-1973.0,122 min,"Drama, Musical",7.9,"2,665",Hrishikesh Mukherjee,Amitabh Bachchan,Jaya Bachchan,Asrani
Abhimanyu,-1991.0,140 min,"Crime, Drama, Musical",7.0,326,Priyadarshan,Mohanlal,Shankar,Ajayan Adoor
Abhimanyu,-1989.0,168 min,"Action, Comedy, Drama",4.6,28,Tony Juneja,Anil Kapoor,Kimi Katkar,Poonam Dhillon
Abhinetri,-1970.0,154 min,"Drama, Romance",6.7,70,Subodh Mukherji,Shashi Kapoor,Hema Malini,Deb Mukherjee
Abodh,-1984.0,132 min,Drama,5.8,109,Hiren Nag,Tapas Pal,Madhuri Dixit,Sheela Sharma
Accident on Hill Road,-2010.0,105 min,"Crime, Drama, Thriller",4.0,284,Mahesh Nair,Farooq Shaikh,Celina Jaitly,Abhimanyu Singh
Achanak,-1973.0,96 min,"Crime, Drama",6.8,213,Gulzar,Vinod Khanna,Om Shivpuri,Lily Chakravarty
Achanak,-1998.0,160 min,"Action, Mystery, Thriller",4.0,245,Naresh Malhotra,Govinda,Manisha Koirala,Farha Naaz
Achhut Kanya,-1936.0,142 min,"Drama, Musical, Romance",6.5,114,Franz Osten,Devika Rani,Ashok Kumar,Monorama
Acid Factory,-2009.0,108 min,"Action, Crime, Mystery",5.0,677,Suparn Varma,Fardeen Khan,Dia Mirza,Manoj Bajpayee
Action,-2019.0,158 min,"Action, Adventure, Thriller",4.5,858,Sundar C.,Vishal,Tamannaah Bhatia,Aishwarya Lekshmi
Action Jackson,-2014.0,144 min,"Action, Crime, Thriller",3.3,"3,461",Prabhu Deva,Prabhas,Ajay Devgn,Sonakshi Sinha
Action Replayy,-2010.0,129 min,"Comedy, Romance, Sci-Fi",4.2,"5,814",Vipul Amrutlal Shah,Akshay Kumar,Aishwarya Rai Bachchan,Aditya Roy Kapoor
Ada... A Way of Life,-2010.0,120 min,"Action, Crime, Drama",3.6,49,Tanvir Ahmad,Ayaan Ahmad,Ayesha Jhulka,Rahul Roy
Adalat,-1958.0,139 min,"Drama, Musical, Romance",6.9,36,Kalidas,Nargis,Pradeep Kumar,Pran
Adalat,-1976.0,138 min,"Action, Drama, Family",6.4,284,Narendra Bedi,Amitabh Bachchan,Waheeda Rehman,Neetu Singh
Adhi Raat Ke Baad,-1965.0,137 min,"Action, Drama, Mystery",6.6,28,Nanabhai Bhatt,Ashok Kumar,Ragini,Sailesh Kumar
Adhikar,-1954.0,126 min,"Comedy, Drama, Romance",6.7,13,Mohan Segal,Usha Kiran,Kishore Kumar,Yashodra Katju
Adhipathi,-2001.0,151 min,"Action, Drama",5.4,533,Ravi Raja,Nagarjuna Akkineni,Ali,Mohan Babu
Adhura Sapna,-2007.0,88 min,Drama,4.7,11,Vimal Reddy,Tania Nazmeen Dean,Rajnel Prasad,Ratu Rakuita Tawake
Adhurs,-2010.0,150 min,"Action, Comedy, Thriller",6.8,"2,393",V.V. Vinayak,N.T. Rama Rao Jr.,Nayanthara,Sheela Kaur
Adi Shankaracharya,-1983.0,130 min,"Biography, Drama",7.3,240,G.V. Iyer,Sarvadaman Banerjee,M.V. Narayana Rao,Manjunath Bhatt
Adil-E-Jahangir,-1955.0,150 min,Drama,5.0,8,G.P. Sippy,Pradeep Kumar,Meena Kumari,D.K. Sapru
Adisaya Piravi,-1990.0,145 min,"Action, Comedy, Fantasy",6.9,335,S.P. Muthuraman,Rajinikanth,Chinnijayanth,Jai Ganesh
Adrishya,-2017.0,106 min,"Drama, Family, Horror",3.3,102,Sandeep Chatterjee,Nishat Mallick,Archana Kotwal,Ravi Kumar
Adutha Varisu,-1983.0,122 min,Drama,5.5,76,S.P. Muthuraman,Rajinikanth,Sridevi,Varalakshmi S.
Adventure Kids Hindi Film,-2019.0,120 min,Adventure,6.6,12,Manoj Palrecha,Suvahhdan Angre,Neel Bakshi,Prachita Gujar
Adventures of Aladdin,-1978.0,151 min,Adventure,4.7,7,Homi Wadia,Nazneen,Jayshree T.,Raza Murad
Adventures of Ali-Baba and the Forty Thieves,-1980.0,153 min,"Action, Adventure, Family",6.2,506,Latif Faiziyev,Umesh Mehra,Dharmendra,Hema Malini
Adventures of Tarzan,-1985.0,135 min,"Action, Adventure, Comedy",4.6,140,Babbar Subhash,Kimi Katkar,Dalip Tahil,Om Shivpuri
Ae Dil Hai Mushkil,-2016.0,158 min,"Drama, Music, Musical",5.8,"21,661",Karan Johar,Ranbir Kapoor,Aishwarya Rai Bachchan,Anushka Sharma
Aetbaar,-2004.0,152 min,"Action, Drama, Musical",4.6,"1,013",Vikram Bhatt,Amitabh Bachchan,John Abraham,Bipasha Basu
Aflatoon,-1997.0,153 min,"Action, Comedy, Crime",4.5,"1,261",Guddu Dhanoa,Akshay Kumar,Urmila Matondkar,Anupam Kher
Africadalli Sheela,-1986.0,134 min,"Adventure, Thriller",6.6,18,Deepak Balraj Vij,Anand Balraj,Sahila Chaddha,B.S. Dwarakish
Afsana,-1966.0,134 min,"Drama, Romance",6.5,12,Brij,Ashok Kumar,Pradeep Kumar,Padmini
Afsana,-1951.0,168 min,"Drama, Family",7.8,57,B.R. Chopra,Ashok Kumar,Veena,Jeevan
Afsana Dilwalon Ka,-2001.0,195 min,"Drama, Romance",3.6,"1,025",J. Om Prakash,Aashish Kaul,Juni,Rahul Roy
Afsana Pyar Ka,-1991.0,145 min,"Drama, Romance",5.9,783,M.R. Shahjahan,Aamir Khan,Neelam Kothari,Deepak Tijori
Afsar,-1950.0,121 min,"Comedy, Romance",7.1,19,Chetan Anand,Dev Anand,Suraiya,Ruma Guha Thakurta
After the Third Bell,-2014.0,92 min,"Crime, Mystery",6.3,43,Ajay Govind,Udayan Banerjee,Akanksha D. Sharma,Sukhesh Arora
Agar Tum Na Hote,-1983.0,161 min,"Drama, Family",6.4,152,Lekh Tandon,Rajesh Khanna,Rekha,Raj Babbar
Agathiyar,-1972.0,153 min,"Adventure, Comedy, Drama",6.6,30,A.P. Subbaraav,T.S. Balaiah,J.P. Chandrababu,Devagi
Agent Vinod,-1977.0,139 min,"Action, Crime, Drama",5.7,84,Deepak Bahry,Mahendra Sandhu,Asha Sachdev,Iftekhar
Agent Vinod,-2012.0,157 min,"Action, Adventure, Thriller",5.2,"7,210",Sriram Raghavan,Kareena Kapoor,Saif Ali Khan,Rajat Kapoor
Aghaat,-1985.0,138 min,"Drama, Crime",7.1,120,Govind Nihalani,Om Puri,Bharat Gopy,Pankaj Kapur
Agnee,-1988.0,153 min,"Action, Drama, Romance",5.1,29,J. Om Prakash,Mithun Chakraborty,Chunky Panday,Amrita Singh
Agnee Morcha,-1997.0,142 min,Action,3.1,14,Raju Chouhan,Aparajita,Birbal,Dharmendra
Agneekaal,-1990.0,161 min,"Action, Crime, Drama",5.6,26,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Masum Ali,Sadashiv Amrapurkar
Agneepath,-1990.0,174 min,"Action, Crime, Drama",7.7,"8,500",Mukul Anand,Amitabh Bachchan,Mithun Chakraborty,Madhavi
Agneepath,-2012.0,174 min,"Action, Crime, Drama",6.9,"22,895",Karan Malhotra,Hrithik Roshan,Priyanka Chopra Jonas,Sanjay Dutt
Agni IPS,-1997.0,137 min,Action,7.8,33,Anand P. Raju,Saroja Devi B.,Saikumar,Ranjitha
Agni Pareeksha,-1981.0,130 min,"Crime, Drama",6.0,22,Kamal Majumdar,Amol Palekar,Parikshit Sahni,Rameshwari
Agni Sakshi,-1996.0,142 min,"Drama, Musical, Romance",6.1,684,Partho Ghosh,Jackie Shroff,Nana Patekar,Manisha Koirala
Agnichakra,-1997.0,123 min,Action,3.6,53,Ketan Anand,Amit Suryavanshi,Naseeruddin Shah,Govinda
Agniputra,-2000.0,140 min,Action,4.6,24,Vijay Reddy,Asrani,Mithun Chakraborty,Pinky Chinoy
Agnivarsha: The Fire and the Rain,-2002.0,126 min,"Drama, Fantasy, Romance",4.6,361,Arjun Sajnani,Jackie Shroff,Kumar Iyengar,Raveena Tandon
Agreement,-1980.0,124 min,"Musical, Comedy, Drama",6.2,19,Anil Ganguly,Rekha,Utpal Dutt,Shailendra Singh
Agyaat,-2009.0,130 min,"Drama, Horror, Mystery",2.9,620,Ram Gopal Varma,Nithiin,Priyanka Kothari,Rasika Dugal
Ahaan,-2019.0,81 min,"Comedy, Drama",7.2,213,Nikhil Pherwani,Arif Zakaria,Niharika Singh,Abuli Mamaji
Ahankaar,-1995.0,145 min,Drama,5.9,53,Ashim S. Samanta,Mithun Chakraborty,Mamta Kulkarni,Prem Chopra
Ahinsa,-1979.0,103 min,"Action, Drama",4.1,10,Chand,Sunil Dutt,Rekha,Ranjeet
Ahista Ahista,-1981.0,141 min,"Musical, Romance",7.0,45,Esmayeel Shroff,Parveen Babi,Suresh Chatwal,Aruna Irani
Ahista Ahista,-2006.0,122 min,"Drama, Romance",7.0,"1,491",Shivam Nair,Abhay Deol,Soha Ali Khan,Shayan Munshi
Ahsaas,-1979.0,144 min,"Drama, Romance",5.7,38,Surindara Suri,Shashi Kapoor,Simi Garewal,Rakesh Bedi
Airlift,-2016.0,130 min,"Drama, History",8.0,"53,897",Raja Menon,Akshay Kumar,Nimrat Kaur,Kumud Mishra
Aisa Yeh Jahaan,-2015.0,120 min,Drama,6.6,52,Biswajeet Bora,Yashpal Sharma,Ira Dubey,Tinnu Anand
Aisha,-2010.0,126 min,"Comedy, Drama, Romance",5.0,"3,953",Rajshree Ojha,Sonam Kapoor,Abhay Deol,Amrita Puri
Aisi Bhi Kya Jaldi Hai,-1996.0,132 min,"Comedy, Romance",6.6,68,Sachin Pilgaonkar,Sachin,Sachin Pilgaonkar,Vivek Mushran
Aisi Deewangi,-2009.0,125 min,"Action, Comedy, Drama",4.1,7,Abdul Qayyoom Khan,Sarvar Ahuja,Preeti Arora,Pankaj Berry
Aitbaar,-1985.0,133 min,"Romance, Thriller",6.9,149,Mukul Anand,Raj Babbar,Dimple Kapadia,Danny Denzongpa
Aitraaz,-2004.0,160 min,"Drama, Romance, Thriller",6.6,"9,721",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar,Kareena Kapoor
Aiyaary,-2018.0,157 min,"Action, Drama, Thriller",5.3,"4,167",Neeraj Pandey,Sidharth Malhotra,Manoj Bajpayee,Rakul Preet Singh
Aiyyaa,-2012.0,152 min,"Comedy, Romance",4.4,"1,765",Sachin Kundalkar,Rani Mukerji,Prithviraj Sukumaran,Nirmiti Sawant
Ajab Gazabb Love,-2012.0,116 min,"Comedy, Romance",4.2,520,Sanjay Gadhvi,Jackky Bhagnani,Nidhi Subbaiah,Darshan Jariwala
Ajab Prem Ki Ghazab Kahani,-2009.0,150 min,"Action, Comedy, Romance",6.4,"13,194",Rajkumar Santoshi,Ranbir Kapoor,Katrina Kaif,Darshan Jariwala
Ajab Singh Ki Gajab Kahani,-2017.0,115 min,Drama,5.8,52,Rishi Prakash Mishra,Ajay Kumar Singh,Vikas Giri,Rajesh Jais
Ajanabee,-1974.0,139 min,"Drama, Romance",6.5,174,Shakti Samanta,Rajesh Khanna,Zeenat Aman,Prem Chopra
Ajay,-1996.0,146 min,"Action, Drama, Romance",3.7,187,Suneel Darshan,Sunny Deol,Karisma Kapoor,Reena Roy
Ajeeb Daastaans,-2021.0,142 min,"Drama, Romance",6.7,"4,133",Neeraj Ghaywan,Kayoze Irani,Shashank Khaitan,Raj Mehta
Ajji,-2017.0,104 min,Drama,6.9,973,Devashish Makhija,Sushama Deshpande,Smita Tambe,Sharvani Suryavanshi
Ajnabee,-2001.0,165 min,"Action, Crime, Drama",6.4,"8,164",Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Akshay Kumar,Bobby Deol
Ajooba,-1991.0,178 min,"Action, Adventure, Comedy",5.3,"1,214",Shashi Kapoor,Gennadiy Vasilev,Amitabh Bachchan,Dimple Kapadia
AK 47,-2004.0,125 min,"Action, Thriller",5.0,39,Raam Shetty,Aditya,Sheetal Bavishi,Om Puri
AK vs AK,-2020.0,108 min,"Action, Comedy, Crime",6.9,"12,429",Vikramaditya Motwane,Anil Kapoor,Anurag Kashyap,Sonam Kapoor
Akaash Vani,-2013.0,149 min,"Drama, Romance",6.3,"1,857",Luv Ranjan,Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar
Akashdeep,-1965.0,136 min,Drama,6.6,32,Phani Majumdar,Dharmendra,Mehmood,Ashok Kumar
Akayla,-1991.0,180 min,"Action, Drama, Thriller",5.0,421,Ramesh Sippy,Amitabh Bachchan,Jackie Shroff,Amrita Singh
Akbar Saleem Anarkali,-1979.0,139 min,"Drama, History, Musical",7.7,38,N.T. Rama Rao,N.T. Rama Rao,Nandamuri Balakrishna,Unni Mary
Akela the Alone,-2014.0,58 min,Thriller,5.5,10,Abrar,Adil Ahamad,Roman Ajaz,Casim Bilal
Akele Hum Akele Tum,-1995.0,160 min,Drama,7.0,"4,780",Mansoor Khan,Aamir Khan,Manisha Koirala,Master Adil
Akeli,-1999.0,165 min,Romance,5.6,11,Vinod Pande,Perena Agarwal,Nandini Ghosal,Brij Gopal
Akhiyon Se Goli Maare,-2002.0,146 min,"Comedy, Romance",5.1,881,Harmesh Malhotra,Govinda,Raveena Tandon,Kader Khan
Akhri Muqabla,-1989.0,132 min,"Action, Drama",5.3,13,Sudesh Issar,Shashi Kapoor,Rajan Sippy,Suresh Oberoi
Aks,-2001.0,184 min,"Action, Crime, Horror",5.8,"1,627",Rakeysh Omprakash Mehra,Amitabh Bachchan,Raveena Tandon,Manoj Bajpayee
Aksar,-2006.0,135 min,"Drama, Romance, Thriller",4.8,"1,152",Ananth Narayan Mahadevan,Emraan Hashmi,Udita Goswami,Dino Morea
Aksar 2,-2017.0,127 min,"Crime, Drama, Mystery",3.6,417,Ananth Narayan Mahadevan,Zareen Khan,Gautam Rode,Lillete Dubey
Alaap,-1977.0,160 min,"Drama, Musical",6.7,327,Hrishikesh Mukherjee,Amitabh Bachchan,Rekha,Chhayadevi
Aladdin and the Wonderful Lamp,-1952.0,144 min,"Adventure, Fantasy",5.9,15,Homi Wadia,Mahipal,Meena Kumari,S.N. Tripathi
Aladin,-2009.0,132 min,"Action, Adventure, Comedy",4.6,"2,839",Sujoy Ghosh,Amitabh Bachchan,Sanjay Dutt,Riteish Deshmukh
Alag Alag,-1985.0,174 min,"Family, Musical, Romance",6.4,86,Shakti Samanta,Rajesh Khanna,Shashi Kapoor,Tina Ambani
Alag: He Is Different.... He Is Alone...,-2006.0,123 min,"Action, Drama, Fantasy",3.8,"1,172",Ashu Trikha,Akshay Kapoor,Dia Mirza,Yatin Karyekar
Alajh Palajh,-2019.0,136 min,Comedy,6.9,7,Uttar Kumar,Vikas Balian,Usha Devi,Monu Dhankad
Alam Ara,-1973.0,124 min,Drama,6.8,8,Nanubhoy Vakil,Nazima,Ajit Sachdev,Paidi Jairaj
Alavuddinum Athbutha Vilakkum,-1979.0,144 min,"Adventure, Drama, Fantasy",6.6,161,I.V. Sasi,Kamal Haasan,Rajinikanth,Jayabharati
Albela,-2001.0,145 min,"Comedy, Drama, Romance",3.7,737,Deepak Sareen,Govinda,Aishwarya Rai Bachchan,Jackie Shroff
Albela,-1951.0,158 min,"Comedy, Drama, Musical",7.0,82,Master Bhagwan,Geeta Bali,Master Bhagwan,Badri Prasad
Albert Pinto Ko Gussa Kyon Ata Hai,-1980.0,110 min,"Comedy, Drama, Romance",7.5,428,Saeed Akhtar Mirza,Naseeruddin Shah,Shabana Azmi,Smita Patil
Albert Pinto Ko Gussa Kyun Aata Hai?,-2019.0,100 min,Drama,5.5,349,Soumitra Ranade,Manav Kaul,Nandita Das,Amarjeet Amle
Alex's Strip,-2019.0,109 min,Drama,5.9,37,Irene Zoe Alameda,Aitana S�nchez-Gij�n,Aida Folch,Rohit Choudhary
Ali Baba and 40 Thieves,-1966.0,154 min,"Adventure, Fantasy, Romance",6.4,14,Homi Wadia,Sanjeev Kumar,L. Vijayalakshmi,David Abraham
Alibaba and 40 Thieves,-1954.0,145 min,"Action, Adventure, Drama",6.2,46,Homi Wadia,Shakila,Mahipal,B.M. Vyas
Alibaba Marjinaa,-1977.0,163 min,"Action, Adventure",6.7,27,Kedar Kapoor,Urmila Bhatt,Birbal,Jagdeep
Alif,-2017.0,120 min,Drama,6.5,137,Zaigham Imam,Neelima Azim,Pawan Tiwari,Bhavna Pani
Alif-Laila,-1953.0,135 min,Fantasy,6.3,11,K. Amarnath,Nimmi,Asha Mathur,Pran
Aligarh,-2015.0,114 min,"Biography, Drama",7.8,"6,402",Hansal Mehta,Manoj Bajpayee,Rajkummar Rao,Ashish Vidyarthi
All Is Well,-2015.0,126 min,"Comedy, Drama, Romance",3.8,"1,513",Umesh Shukla,Rishi Kapoor,Abhishek Bachchan,Asin Thottumkal
All Ladies Do It,-2020.0,97 min,Thriller,7.9,384,Akhil Gautam,Akhil Gautam,Ajay Bafna,Vikas Sachdeva
All Rounder,-1984.0,128 min,"Action, Drama",4.8,31,Mohan Kumar,Kumar Gaurav,Rati Agnihotri,Vinod Mehra
All the Best: Fun Begins,-2009.0,144 min,"Action, Comedy, Drama",6.2,"5,786",Rohit Shetty,Sanjay Dutt,Ajay Devgn,Fardeen Khan
Allah Ke Banday,-2010.0,123 min,"Action, Crime, Drama",6.1,303,Faruk Kabir,Varun Bhagwat,Virendra Giri,Vikram Gokhale
Allah Meharban To Gadha Pehalwan,-1997.0,149 min,Comedy,4.3,7,Ravindra Arora,Zahid Ali,Shakti Kapoor,Kader Khan
Allah-Rakha,-1986.0,160 min,"Action, Drama",5.4,132,Ketan Desai,Jackie Shroff,Shammi Kapoor,Waheeda Rehman
Alone,-2015.0,133 min,Horror,3.7,"1,622",Bhushan Patel,Bipasha Basu,Karan Singh Grover,Sulabha Arya
Always Kabhi Kabhi,-2011.0,126 min,"Comedy, Crime, Drama",4.0,"1,295",Roshan Abbas,Lillete Dubey,Satyajeet Dubey,Ali Fazal
Amaanat,-1994.0,140 min,"Action, Drama",4.7,552,Raj N. Sippy,Sanjay Dutt,Akshay Kumar,Heera Rajgopal
Aman,-1967.0,152 min,"Adventure, Drama, Romance",6.5,41,Mohan Kumar,Rajendra Kumar,Saira Banu,Balraj Sahni
Aman Ke Farishtey,-2016.0,137 min,Action,6.6,23,Kader Kashmiri,Sonia Albizuri,Dev Anand,Bob Christo
Amanush,-1975.0,153 min,"Drama, Family",7.0,232,Shakti Samanta,Uttam Kumar,Sharmila Tagore,Prema Narayan
Amar,-1954.0,149 min,"Drama, Musical, Romance",6.8,162,Mehboob Khan,Madhubala,Nimmi,Dilip Kumar
Amar Deep,-1958.0,148 min,"Musical, Romance",6.6,38,T. Prakash Rao,Dev Anand,Vyjayanthimala,Padmini
Amar Jyoti,-1936.0,166 min,Drama,6.1,17,Shantaram Rajaram Vankudre,Durga Khote,Shanta Apte,Vasanti
Amar Prem,-1972.0,143 min,"Drama, Musical, Romance",8.2,"1,592",Shakti Samanta,Rajesh Khanna,Sharmila Tagore,Sujit Kumar
